item_ref,object_name,categories,constraints,type,max_field_size,field_name,description,foreign_key,expected_data,returns,cms,cms_field,cms_table,required_enabled,unique_enabled,primary_key,join_type,guidance
CINE011A,ssd_cin_episodes,child_in_need|referral, ,nchar,1,cine_referral_nfa,CIN Referral NFA Flag, , ,CIN|AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cine_referral_nfa|mosaic : cine_referral_nfa,liquid_logic : ssd_cin_episodes|mosaic : ssd_cin_episodes, , , , ,Indicates the outcome of this contact was that there was no further assessment required
CINE006A,ssd_cin_episodes,child_in_need, ,nvarchar,100,cine_close_reason,CIN Closure Reason, , ,CIN|RIIA,liquid_logic|mosaic,liquid_logic : cine_close_reason|mosaic : cine_close_reason,liquid_logic : ssd_cin_episodes|mosaic : ssd_cin_episodes, , , , ,"This is the reason the local authority stops providing services to the child.
Code set
RC1 - Adopted.
RC2 - Died.
RC3 - Child arrangements order.
RC4 - Special guardianship order.
RC5 - Transferred to services of another local authority.
RC6 - Transferred to adult social care services.
RC7 - Services ceased for any other reason, including child no longer in need.
RC8 - Case closed after assessment, no further action.
RC9 - Case closed after assessment, referred to early help."
CINE007A,ssd_cin_episodes,child_in_need, ,datetime,NULL,cine_close_date,CIN Closure Date, , ,CIN|RIIA,liquid_logic|mosaic,liquid_logic : cine_close_date|mosaic : cine_close_date,liquid_logic : ssd_cin_episodes|mosaic : ssd_cin_episodes, , , , ,"Date the Referral is effective to, i.e. Case Closure Date"
CINE008A,ssd_cin_episodes,child_in_need|referral, ,nvarchar,255,cine_referral_team,CIN Referral Completed by Team,ssd_department.dept_team_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cine_referral_team_name|mosaic : cine_referral_team_name,liquid_logic : ssd_cin_episodes|mosaic : ssd_cin_episodes, , , , ,Team responsible for completing the initial Referral
CINE009A,ssd_cin_episodes,child_in_need|referral, ,nvarchar,100,cine_referral_worker_id,CIN Referral Completed by Worker Name,ssd_professionals.prof_professional_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cine_referral_worker_name|mosaic : cine_referral_worker_name,liquid_logic : ssd_cin_episodes|mosaic : ssd_cin_episodes, , , , ,Worker responsible for completing initial Referral
CINA001A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,48,cina_assessment_id,Assessment ID, , ,CIN|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_id|mosaic : cina_assessment_id,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments,Yes,Yes,Yes, ,Row identifier for the ssd_cin_assessments table.
CINA002A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,48,cina_person_id,Person Unique ID,ssd_person.pers_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : cina_person_id|mosaic : cina_person_id,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments,Yes, , , ,Person's ID generated in CMS Database
CINA010A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,48,cina_referral_id,Referral ID,ssd_cin_episodes.cine_referral_id, ,Local,liquid_logic|mosaic,liquid_logic : cina_referral_id|mosaic : cina_referral_id,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,ID for linking to CIN Referral Episode
CINA003A,ssd_cin_assessments,child_in_need|assessment, ,datetime,NULL,cina_assessment_start_date,Assessment Start Date, , ,CIN|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_start_date|mosaic : cina_assessment_start_date,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,This is the actual start date of the continuous assessment.
CINA004A,ssd_cin_assessments,child_in_need|assessment, ,nchar,1,cina_assessment_child_seen,Child Seen During Assessment, , ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_child_seen|mosaic : cina_assessment_child_seen,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,Was the child seen during the Assessment process?
CINA005A,ssd_cin_assessments,child_in_need|assessment, ,datetime,NULL,cina_assessment_auth_date,Assessment Authorised Date, , ,CIN|RIIA|AnnexA,liquid_logic|mosaic,liquid_logic : cina_assessment_auth_date|mosaic : cina_assessment_auth_date,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,"This is the date the assessment is completed and authorised.
An assessment is deemed to be completed once the social worker has informed, in writing, all the relevant agencies and the family of their decisions and if the child is a child in need, of the plan for providing support/ or once the assessment has been discussed with the child’s family (or carers) and the team manager has viewed and authorised the assessment."
CINA006A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,1000,cina_assessment_outcome_json,Assessment Outcome, , ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_outcome_json|mosaic : cina_assessment_outcome_json,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,"Outcome of the single assessment. Combined dictionary/ json type containing the following, where there is a value recorded:
- NFA_FLAG
- NFA_S47_END_FLAG
- STRATEGY_DISCUSSION_FLAG
- CLA_REQUEST_FLAG
- PRIVATE_FOSTERING_FLAG
- LEGAL_ACTION_FLAG
- PROV_OF_SERVICES_FLAG
- PROV_OF_SB_CARE_FLAG
- SPECIALIST_ASSESSMENT_FLAG
- REFERRAL_TO_OTHER_AGENCY_FLAG
- OTHER_ACTIONS_FLAG
- OTHER_OUTCOMES_EXIST_FLAG
- TOTAL_NO_OF_OUTCOMES
- COMMENTS"
CINA009A,ssd_cin_assessments,child_in_need|assessment, ,NCHAR,1,cina_assessment_outcome_nfa,Assessment NFA, , ,CIN|RIIA|AnnexA,liquid_logic|mosaic,liquid_logic : cina_assessment_outcome_nfa|mosaic : cina_assessment_outcome_nfa,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,Standalone field showing whether or not the Assessment resulted in No Further Action.
CINA007A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,255,cina_assessment_team,Assessment Completed by Team,ssd_department.dept_team_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_team_name|mosaic : cina_assessment_team_name,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,Team responsible for completing the Assessment
CINA008A,ssd_cin_assessments,child_in_need|assessment, ,nvarchar,100,cina_assessment_worker_id,Assessment Completed by Worker name,ssd_professionals.prof_professional_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : cina_assessment_worker_name|mosaic : cina_assessment_worker_name,liquid_logic : ssd_cin_assessments|mosaic : ssd_cin_assessments, , , , ,Worker responsible for completing the Assessment
CINF003A,ssd_assessment_factors,child_in_need|assessment, ,nvarchar,48,cinf_table_id,Assessment Factors Table ID, , ,Local, ,liquid_logic : cinf_table_id|mosaic : cinf_table_id, , , ,Yes, ,Row identifier for the ssd_assessment_factors table.
CINF001A,ssd_assessment_factors,child_in_need|assessment, ,nvarchar,48,cinf_assessment_id,Assessment ID,ssd_cin_assessments.cina_assessment_id, ,Local,liquid_logic|mosaic,liquid_logic : cinf_assessment_id|mosaic : cinf_assessment_id,liquid_logic : ssd_assessment_factors|mosaic : ssd_assessment_factors,Yes,Yes, , ,ID for linking to CIN Assessment record
CINF002A,ssd_assessment_factors,child_in_need|assessment, ,nvarchar,1000,cinf_assessment_factors_json,Assessment Factors, , ,CIN,liquid_logic|mosaic,liquid_logic : cinf_assessment_factors_json|mosaic : cinf_assessment_factors_json,liquid_logic : ssd_assessment_factors|mosaic : ssd_assessment_factors, , , , ,"Record of the factors as understood at the end of the Assessment.
Code set
1A/1B/1C - Alcohol misuse by the child/ parent(s) or carer(s)/ another person living in the household.
2A/2B/2C - Drug misuse by the child/ parent(s) or carer(s)/ another person living in the household.
3A/3B/3C - Concerns about the child/ parent(s) or carer(s)/ another person living in the household being the subject of domestic violence.
4A/4B/4C - Concerns about Mental Health of the child/ parent(s) or carer(s)/ another person living in the household.
5A/5B/5C - Concerns about Learning Disability of the Child/ parent(s) or carer(s)/ another person living in the household.
6A/6B/6C - Concerns about Physical Disability/ illness of the Child/ parent(s) or carer(s)/ another person living in the household.
7A - Young carer: concerns child’s health or development may be impaired due to their caring responsibilities.
8B   - Privately fostered - overseas children who intend to return
8C   - Privately fostered - overseas children who intend to stay
8D   - Privately fostered - UK children in educational placements
8E   - Privately fostered - UK children making alternative family arrangements
8F   - Privately fostered - other
9A   - UASC unaccompanied asylum-seeking child
10A - Missing: concerns that the child may be at risk of harm due to going/being missing.
11A - Child sexual exploitation: concerns that the child may be at risk of harm due to child sexual exploitation.
12A - Trafficking: concerns that services may be required or the child may be at risk of harm due to trafficking.
13A - Gangs: concerns that the child may be at risk of harm because of involvement in/with gangs.
14A - Socially unacceptable behaviour: concerns the child may be at risk due to their socially unacceptable behaviour.
15A - Self-harm: concerns that services may be required or due to suspected/actual self-harming child may be at risk of harm.
16A - Abuse or neglect – ‘NEGLECT’: concerns child may be at risk due to neglect.
17A - Abuse or neglect – ‘EMOTIONAL ABUSE’: concerns child may be at risk due to emotional abuse.
18B - Abuse or neglect – ‘PHYSICAL ABUSE’ (child on child): concerns child may be at risk due to physical abuse by another child.
18C - Abuse or neglect – ‘PHYSICAL ABUSE’ (adult on child): concerns child may be at risk due to physical abuse by an adult.
19B - Abuse or neglect – ‘SEXUAL ABUSE’ (child on child): concerns child may be at risk due to sexual abuse by another child.
19C - Abuse or neglect – ‘SEXUAL ABUSE’ (adult on child): concerns child may be at risk due to sexual abuse by an adult.
20   - Other.
21   - No factors identified - no evidence of any of the factors listed above or below and no further action is being taken.F68
22A - Female genital mutilation (FGM) - concerns child may be at risk due to female genital mutilation.
23A - Abuse linked to faith or belief - concerns child may be at risk due to abuse linked to faith or belief.
24A - Child criminal exploitation - concerns child may be at risk of harm due to child criminal exploitation."
CINP001A,ssd_cin_plans,child_in_need|cin_plan, ,nvarchar,48,cinp_cin_plan_id,CIN Plan ID, , ,RIIA,liquid_logic|mosaic,liquid_logic : cinp_cin_plan_id|mosaic : cinp_cin_plan_id,liquid_logic : ssd_cin_plans|mosaic : ssd_cin_plans,Yes,Yes,Yes, ,Row identifier for the ssd_cin_plans table.
CINP007A,ssd_cin_plans,child_in_need|cin_plan, ,nvarchar,48,cinp_referral_id,Referral ID,ssd_cin_episodes.cine_referral_id, ,Local,liquid_logic|mosaic,liquid_logic : cinp_referral_id|mosaic : cinp_referral_id,liquid_logic : ssd_cin_plans|mosaic : ssd_cin_plans, , , , ,ID for linking to CIN Referral Episode
CINP002A,ssd_cin_plans,child_in_need|cin_plan, ,nvarchar,48,cinp_person_id,Person Unique ID,ssd_person.pers_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : cinp_person_id|mosaic : cinp_person_id,liquid_logic : ssd_cin_plans|mosaic : ssd_cin_plans,Yes, , , ,Person's ID generated in CMS Database
CINP003A,ssd_cin_plans,child_in_need|cin_plan, ,datetime,NULL,cinp_cin_plan_start_date,CIN Plan Start Date, , ,CIN|RIIA|AnnexA,liquid_logic|mosaic,liquid_logic : cinp_cin_plan_start_date|mosaic : cinp_cin_plan_start_date,liquid_logic : ssd_cin_plans|mosaic : ssd_cin_plans, , , , ,"Start Date of CIN Plan
A CIN plan should be developed where the outcome of an assessment is that a local authority children’s social care should provide services. The CIN plan sets out which organisations and agencies will provide which services to the child and family. The plan should also set clear measurable outcomes for the child and expectations for the parent(s) or carer(s). More information on CIN plans is provided in ‘Working together to safeguard children’.
A child can have one, more than one or no CIN plan(s) – but can only have one at a time.
CIN plans do not include other plans such as leaving care support or adoption support."
CINP004A,ssd_cin_plans,child_in_need|cin_plan, ,datetime,NULL,cinp_cin_plan_end_date,CIN Plan End Date, , ,RIIA|CIN|AnnexA,liquid_logic|mosaic,liquid_logic : cinp_cin_plan_end_date|mosaic : cinp_cin_plan_end_date,liquid_logic : ssd_cin_plans|mosaic : ssd_cin_plans, , , , ,"End Date of CIN Plan
A CIN plan should be developed where the outcome of an assessment is that a local authority children’s social care should provide services. The CIN plan sets out which organisations and agencies will provide which services to the child and family. The plan should also set clear measurable outcomes for the child and expectations for the parent(s) or carer(s). More information on CIN plans is provided in ‘Working together to safeguard children’.
A CIN plan should be recorded as ended when the period of the CIN plan ends. This may be because the child becomes the subject of a child protection plan; the child becomes looked after; or the child ceases receiving support from children’s social services (due to no longer needing support, being stepped down to early help, or reaching adulthood).
A child can have one, more than one or no CIN plan(s) – but can only have one at a time.
CIN plans do not include other plans such as leaving care support or adoption support."
